ticker,status,error,forecast_completed,evaluation_completed,forecast_revenue,forecast_cogs,forecast_sga,forecast_net_income,forecast_ebit,forecast_cash,forecast_equity,forecast_total_assets,avg_smape,median_smape,is_avg_smape,is_median_smape,bs_avg_smape,bs_median_smape,actual_revenue,actual_net_income,actual_equity
BKNG,evaluated,,True,True,26709375365.71094,16025625219.426563,11897642188.414276,-2977458762.193975,-1958392042.129898,,-5721458762.193975,,44.02602183173747,18.33340745876916,74.99097544058722,18.65033858437684,20.802306625100144,18.33340745876916,23739000000.0,5882000000.0,-4020000000.0
KLAC,evaluated,,True,True,11959247805.81082,4806355714.373706,2601319636.709237,3300852950.779179,4024143708.9401503,3959984912.4625435,5473611893.023265,16814848421.475964,30.27541279847174,16.858442705983972,17.62104545323242,17.77929302878071,39.133469940139264,14.81231186507203,9812247000.0,2761896000.0,3368328000.0
V,evaluated,,True,True,36377291334.01569,7316009928.3520975,1493949948.8229275,,26565229378.032104,,,,4.2430831945943535,3.637709368519671,3.1309837103951823,3.4750286038775022,4.984482850727133,4.072505427383793,35926000000.0,19743000000.0,39137000000.0
INVH,evaluated,,True,True,2643278120.0319376,1060824493.4174694,89487342.11957262,,1470463284.4948955,,,,39.39492836876632,7.619003133085574,47.76920951305881,1.184016123308707,32.695503453332336,11.295957549204326,2618942000.0,453917000.0,9756764000.0
JCI,evaluated,,True,True,24164052963.124485,15719457140.08819,5829194989.581819,1796439868.792342,2050523797.3637705,895966855.6476233,17158659189.941168,46231838201.89168,27.085485669245358,6.378627413435295,42.165101309503505,5.520327660801605,16.529754721064652,7.988775976092807,22952000000.0,1705000000.0,16098000000.0
TMO,evaluated,,True,True,40893297317.154625,24576817299.3432,9333789914.282534,1885278770.5043309,3515029758.7013044,8280957689.780962,48169144238.13023,98634722091.39296,32.3737328284379,6.74172749542684,32.427793200692726,6.74172749542684,32.33589056785953,5.884119911822689,42879000000.0,6335000000.0,49585000000.0
USB,evaluated,,True,True,32448237222.95733,19468942333.774395,840945997.3536223,-255834561.98863983,11182357704.685713,,51964256596.80965,,45.08540244170752,17.10592286559483,79.78021940723211,29.891060052070117,15.346987899829324,11.966000345575056,27335000000.0,6299000000.0,58578000000.0
OTIS,evaluated,,True,True,14753064011.691633,10399513628.05992,2020512531.9693096,1433852601.502112,2144168844.813089,1992496660.5326533,-4094963040.955989,11029101069.391624,29.14469927258723,6.901108509017592,32.160339723906645,8.777329612897848,27.033750956663646,6.85896797309237,14261000000.0,1645000000.0,-4848000000.0
AMCR,evaluated,,True,True,14845547029.70297,12092442656.765678,1334624174.9174917,329062097.07570887,820080293.1220354,696106023.1023103,3413814892.106765,16847721199.3961,19.83116991189789,8.464271572147801,18.44781943688954,10.116596575726142,20.799515244403743,3.892378792973208,13640000000.0,730000000.0,3881000000.0
HRL,evaluated,,True,True,11770978872.301247,9827125303.31478,915790148.0824085,487540711.3380267,771833448.9040308,715912093.4477991,7751885361.209475,13839730465.821491,19.372957260737323,3.5627698702814317,11.365838148054461,9.120630112709016,24.977940639615323,3.5591877752158605,11920797000.0,805038000.0,7993420000.0
EVRG,evaluated,,True,True,5178315311.225273,2578440398.6960454,1394277520.4382923,-581843431.0300679,-7509121.743837357,51783153.11225271,8527850856.202561,31882240162.38393,44.93209595526008,11.639960003222233,62.57370549829251,11.639960003222233,32.58296927513738,11.027764945887903,5847300000.0,873500000.0,9955000000.0
PNW,evaluated,,True,True,5099530100.137014,3096408901.9738073,1107617671.4790661,-406136485.2733632,-38456157.02702999,50995301.00137019,5370692202.420237,26082819815.92412,42.28728727468186,5.987877040737453,58.65967605209039,2.628099351634819,30.826615130495888,6.3716905864699225,5124915000.0,608806000.0,6754311000.0
HPE,evaluated,,True,True,29788329063.72824,19319727681.078045,7971841486.524424,-352767648.972784,-249685418.72809887,4365751333.520494,19385136728.907402,58359026429.6783,44.494981269748116,12.647790546143813,61.857534096498775,7.656258851594504,32.34119429102266,30.095872202157963,30127000000.0,2579000000.0,24816000000.0
BAX,evaluated,,True,True,10672128865.466839,6397096549.666898,3041968777.9655957,105158575.84007734,630372934.3202124,3170734811.574028,5851158575.840077,30916433200.038963,33.05510109024337,6.662628709872805,50.69173154282497,3.9068367585893773,20.70945977343625,12.015104083905653,10636000000.0,-649000000.0,6964000000.0
SPGI,evaluated,,True,True,13967892764.511225,4628394329.666398,179949646.7221179,7508303718.333155,8841048788.122707,,40780957043.45631,,43.45265625470016,14.836035904781054,57.28895003361889,16.194173956587814,31.345899198146256,10.75673345068969,14208000000.0,3852000000.0,33159000000.0
FMC,evaluated,,True,True,3469550736.7767954,2053675859.5729282,567819182.048498,369285290.0057566,656011838.5702038,233839739.4136808,4258941909.1503596,12072133502.31343,37.596973459634434,19.492425295655963,46.726637588126565,20.129196867913368,31.20620856968994,15.513205487413337,4246100000.0,341100000.0,4487500000.0
J,evaluated,,True,True,12036433130.977034,9029537709.231272,2256536995.827692,191497696.17485878,524801257.58289295,,6604963185.438707,,38.42523170507068,17.533163429196307,31.85169450821363,17.533163429196307,44.17707675232059,26.067461497583224,11500941000.0,806093000.0,4549467000.0
CLX,evaluated,,True,True,7682189531.447868,4658802448.290418,763124525.1160828,1857498048.5515301,2022150386.203659,2008664338.003966,1928498048.5515301,7325782221.926368,46.547938170310346,12.731978800614653,30.52675074634973,8.63574897124786,57.76276936708276,14.542887195332224,7093000000.0,280000000.0,328000000.0
SO,evaluated,,True,True,21780593906.895725,11682498889.989412,5073197376.959595,-2866307943.7336707,-231173278.22541714,645146487.2434168,25164068293.89009,140871768712.47116,41.009007543067256,20.383249069533964,65.61557114525066,20.383249069533964,23.784413021538874,19.626057211451744,26724000000.0,4401000000.0,33208000000.0
CFG,evaluated,,True,True,8432137638.698416,5059282583.219049,191732701.65814734,-60777646.17878103,2733622353.821219,,23561384437.75754,,51.87491566173523,13.616201490617035,79.73893590201754,29.942942385165743,27.991469741493237,13.616201490617035,7794000000.0,1509000000.0,24254000000.0
GE,evaluated,,True,True,42880026905.52181,27826890833.59072,8104601667.867806,3853539073.3686094,6247787008.016373,18443700607.43334,21774539073.36861,185248761452.83148,30.03989784184712,13.499177910711134,29.658855955558668,24.323970564117044,30.306627162249033,11.87238708706348,38702000000.0,6556000000.0,19342000000.0
KKR,evaluated,,True,True,21484305000.0,14193328500.0,4083754500.0,-206875124.1256194,3067748500.0,,18919557875.874382,,42.135839710794116,22.058248162586576,76.26471327460249,27.9569379237587,12.882519513244068,5.550688679738125,21640288000.0,3076245000.0,23651568000.0
FIS,evaluated,,True,True,9943267592.592592,6245516975.308641,2119935802.4691358,223132346.43483275,1123314814.814815,,19273132346.434834,,52.392677899040336,39.043479788487446,54.47922282488401,47.465382630537306,50.56695108892711,36.85712364931152,10127000000.0,1450000000.0,15698000000.0
SRE,evaluated,,True,True,19361340813.0757,11695546783.018215,3362759193.84999,168124234.4517076,1742883691.421483,273282083.2467613,26667927881.015522,96789808631.97527,38.45129472619063,15.797195010784968,47.466265949325134,29.127715650807456,32.140814869996476,13.121195409297712,13185000000.0,2862000000.0,31242000000.0
CPT,evaluated,,True,True,1671296602.3190203,633329034.1147745,67745937.92751533,,,,,,9.512354214829504,6.488554073961215,6.679070903540062,6.593435374580515,11.212324201603169,6.383672773341914,1543842000.0,163293000.0,4675198000.0
EFX,evaluated,,True,True,5412192229.901214,2400290601.694584,2052237671.3131073,2586417.7693938166,243398550.46630132,,4386458695.850405,,35.784681151109666,8.704617278174176,59.31488950023249,4.848114780100424,15.195748845627197,9.154870280628675,5681100000.0,604100000.0,4796900000.0
SWKS,evaluated,,True,True,4152001050.041017,2318644287.6674867,829982608.6956521,342854754.33134335,467670931.2246558,1009800329.6149282,6113266046.677642,8084486176.930614,30.957515001521028,17.102927433901588,26.205333278585012,17.102927433901588,34.28404220757623,18.281581959451085,4178000000.0,596000000.0,6336700000.0
PYPL,evaluated,,True,True,32208461407.079002,17382464459.626427,1957109491.968893,,12124887455.483683,,,,15.466622563165425,4.184489725187381,9.336600326688641,1.8141308461806331,19.55330405414995,8.498636123832597,31797000000.0,4147000000.0,20417000000.0
BWA,evaluated,,True,True,15954349347.051838,13068677483.181637,1478794459.8337946,358174806.6708728,759954414.228932,1723761931.1436484,6100104891.4166355,13193835472.392525,22.81663010081512,16.46283934744178,24.24826279877257,12.438932220574843,21.814487212244913,17.944468187871035,14086000000.0,338000000.0,5532000000.0
ON,evaluated,,True,True,8180443539.669957,4331085429.127333,276646285.22014844,2393719994.2570076,2798063734.374385,2687726989.224263,9521209994.257008,14287322901.487867,27.341951276658396,18.58816526781459,18.707832551493237,18.58816526781459,33.385834384274,19.4216263573905,7082300000.0,1572800000.0,8796400000.0
UNP,evaluated,,True,True,23385976321.60804,13176973266.33166,1403022834.170854,3374735128.9505816,6437292658.584686,1022936482.4120604,15270399175.821115,68319084709.02814,10.580553728048411,3.6276098239642143,13.723964443802044,3.6276098239642143,8.380166227020869,3.294576795365494,24250000000.0,6747000000.0,16890000000.0
UPS,evaluated,,True,True,82454880145.10953,66828357750.802284,7340059857.681038,2370540780.652887,4677334346.159916,2872749127.9475374,16556054462.675749,71236428771.03448,20.344684000061488,7.196453749721517,18.67355055511268,9.929549984631727,21.514477411525654,4.725527678457709,91070000000.0,5782000000.0,16718000000.0
GOOGL,evaluated,,True,True,334084314712.41284,144908911199.42297,30340968964.346832,131708959608.74997,144877485214.1343,,415087959608.75,,10.150493474644291,8.523780618758938,14.592636353675278,9.252788092637266,6.2636184554921766,2.8395024007880503,350018000000.0,100118000000.0,325084000000.0
ACN,evaluated,,True,True,66732076073.34842,45153141114.60158,6851669677.539263,11499433693.497778,13781438600.778519,,34367185941.60059,,27.26701662211891,11.87671923297948,18.83580182150027,3.1927942559617333,34.644329572660226,12.237748356908547,64896464000.0,7264787000.0,28288646000.0
CBRE,evaluated,,True,True,33110762975.21734,26608621220.967957,5372506033.476061,123227638.43469797,485005437.1992173,,8094427638.434698,,22.23861147961784,10.384809615190399,32.78467069040106,7.94801094092926,13.010809670182523,10.541667741394818,35767000000.0,968000000.0,8411000000.0
CNC,evaluated,,True,True,164069070966.53683,145621834531.32892,14762050710.149641,1170798839.542244,3058913161.88138,,26200198839.542244,,18.22429811722085,7.893875355783814,27.39608804036421,7.893875355783814,10.198981934470414,8.153887862899612,163071000000.0,3305000000.0,26410000000.0
GNRC,evaluated,,True,True,3544968700.910699,2341684869.9962344,394974634.18659174,440162473.8563533,600533480.7592741,700632840.4501991,2719487773.8563533,5218838549.369847,33.980659344720046,19.1527660554981,24.813296519382884,19.1527660554981,40.39781332245606,18.659133930768444,4295834000.0,325256000.0,2494278000.0
FE,evaluated,,True,True,13294558150.73441,4799263183.241031,132945581.5073441,5559491436.208841,7007316727.862843,408180105.73300457,14894491436.208841,51632084741.79468,45.698224809254775,15.54668497140922,56.430007792433436,15.831787746818586,38.18597672102971,13.396171745220517,13472000000.0,978000000.0,12455000000.0
PEG,evaluated,,True,True,12884711122.44898,7349915306.122449,249965918.36734694,2559642063.3409405,3884142152.23683,128847111.22448969,13392642063.34094,54395510020.791885,60.098959523296685,21.323314402495917,55.56551799645283,22.392608121320002,64.63240105014054,20.254020683671833,10290000000.0,1772000000.0,13996000000.0
COF,evaluated,,True,True,39511923182.48175,23707153909.489048,4305958627.7372265,,9311310645.255476,,,,26.201015104382215,5.7745278933062805,15.162215027201007,5.7745278933062805,31.720415142972815,7.084821547685703,39112000000.0,4750000000.0,60784000000.0
KDP,evaluated,,True,True,15611766095.183895,7096640534.964787,5149121718.716654,1457234500.5209486,2602658645.7729173,281378530.2696166,25398762355.674152,52678351750.49347,13.931949287742146,7.632435509940966,9.286874930587,3.946370111001381,17.183501337750748,11.510111855760877,15351000000.0,1441000000.0,24243000000.0
TPR,evaluated,,True,True,6637383321.1160145,1939129538.4845536,1590863467.7238386,2636383664.2587676,2868800260.14311,3083418040.3730383,4604515557.286912,9330783320.384724,45.32866350138313,10.50555263093528,39.012687858519385,8.462066690035611,49.74984645138777,20.244116459538834,6671200000.0,816000000.0,2896900000.0
KMB,evaluated,,True,True,20690248376.703842,13569019529.120197,4081136555.142503,1541924551.7031493,2284418354.584452,1106869045.8488228,1008510901.2377925,16674508624.14498,9.899170610175773,5.438878265175603,12.60775754161939,5.225689256661468,8.003159758165244,7.827779232997635,20058000000.0,2545000000.0,840000000.0
TXN,evaluated,,True,True,15324314010.38546,5685714999.001397,3225987217.894947,3500911165.0018654,4612326453.17498,2592686039.5446377,17007115645.513924,34931797326.053665,17.44379778532665,13.033535227748823,12.494215887495747,13.033535227748823,20.908505113808285,13.154771516630124,15641000000.0,4799000000.0,16903000000.0
DLTR,evaluated,,True,True,9023689354.968618,5638642132.577542,2155872186.678419,507105534.0340725,846197391.8478907,,8773985534.034073,,46.083678717894124,41.53851834031094,66.66990671359835,61.12097053232364,28.07072922165292,21.300594336530857,16781100000.0,-998400000.0,7313100000.0
MAR,evaluated,,True,True,27069097819.284645,21219898762.817116,1154086699.080537,3261513856.450646,4269622466.251689,,1812032516.331901,,31.479683890418464,9.897423366775506,21.220612942305703,7.548905009266828,40.45637097001713,10.055446378277626,25100000000.0,2375000000.0,-2992000000.0
DAY,evaluated,,True,True,1838619555.4485636,1053346685.9252127,303906066.44198364,270920749.9978534,366766803.0813672,,2652680749.9978533,,27.284780546196963,5.759830779710358,53.43809344419511,12.020031282977307,4.400631760448584,4.588516508264392,1760000000.0,18100000.0,2546300000.0
BR,evaluated,,True,True,6434378240.002802,4538960247.674764,901316161.9169395,463348759.935905,822101830.4110987,,2316769015.9180975,,32.811106433143415,16.129423706658713,20.78581666547091,16.129423706658713,43.33323497985686,22.809226018455824,6506800000.0,698100000.0,2168300000.0
ADP,evaluated,,True,True,19665016931.441418,10866733631.949957,3877279906.4145994,2987103717.0057497,4381509654.970835,,4293659310.6169267,,18.057397693636695,4.927672264842247,10.499682850577486,3.6548349124678587,24.67039818131351,7.91398376083218,19202600000.0,3752000000.0,4547600000.0
GPN,evaluated,,True,True,10384674999.435799,4009469046.099193,372436970.5240312,3831228540.5871735,4907766482.812573,,25844205540.587173,,22.233427347101436,14.809465233108325,30.03222472928432,23.605916448886376,15.40947963769141,12.786671935611906,10105894000.0,1570365000.0,22280686000.0
ICE,evaluated,,True,True,10177398194.271482,4361595267.745953,494327833.1257783,2867301485.3954506,4359975093.399752,,27020373407.940403,,24.368189346526513,17.46315789473684,22.822078518392637,14.56815895849544,25.721036321143657,27.77888526087621,11761000000.0,2754000000.0,27647000000.0
DVA,evaluated,,True,True,12694617985.453527,8699699358.013,1541304549.003462,1125066532.880059,1751939040.6083202,1139733450.9457836,1973703032.880059,17940858987.65338,29.44127577654772,3.2843203368516214,8.105873764528697,3.112510262118198,44.37605718496104,6.844846878082415,12815550000.0,936342000.0,121122000.0
SBAC,evaluated,,True,True,2792031981.2140255,630797429.2499509,382648408.07244027,604720672.7605298,1081516442.553261,,-4968499211.334314,,27.944740088472557,21.3866883807598,34.38166435028146,21.3866883807598,22.312431359389773,16.118638303657292,2679634000.0,749536000.0,-5109938000.0
IRM,evaluated,,True,True,5884810825.417834,2531838551.6110864,389893257.85968816,1319619504.9713094,2034950300.2665715,,1347033504.9713094,,40.69763387829551,7.365969193126744,31.558704876233143,7.365969193126744,48.69419675510008,8.198493270609983,6149909000.0,180156000.0,-503122000.0
QCOM,evaluated,,True,True,29028787330.316742,12860352488.687782,9158412217.19457,4477829482.419214,5245127500.59538,11876140701.202843,24123363805.23925,51000181087.91551,38.97122605061248,23.939428476812587,37.339066995046,28.072179382913426,40.11373738950901,20.128997456425804,38962000000.0,10142000000.0,26274000000.0
NXPI,evaluated,,True,True,13347381749.337372,5753771147.292692,3897845664.5210147,1642857984.5414655,2512113407.7330046,3667614388.489208,9277248368.466833,24824334177.773903,12.66548817607054,6.6494578066876775,14.621034971097176,6.6494578066876775,11.296605419551893,6.4880877355215905,12614000000.0,2510000000.0,9183000000.0
SPG,evaluated,,True,True,6051733084.522249,1099787585.2665634,136187725.06953204,,4573721274.186153,,,,29.932784439408188,8.129120113773848,38.061244519139194,5.60936884387551,24.513811052920854,9.783765679330305,5963798000.0,2370896000.0,2941925000.0
AME,evaluated,,True,True,7075772218.410446,4518237114.647031,726144695.1238348,963983523.8508016,1361755898.9812453,439548542.6134008,9433325603.45637,17359461755.91989,13.590928030812785,14.633466765755808,9.11801648635851,1.9204205923405684,16.721966111930776,16.685267256408594,6941180000.0,1376124000.0,9655304000.0
PAYX,evaluated,,True,True,5436400982.28419,1577577964.7418523,73830214.45453954,3042825977.456268,3616560553.087798,,5222249771.252936,,18.738596629680128,6.915325098351498,19.964143986523652,4.67787514794572,17.666242692442054,11.83612469979063,5278300000.0,1690400000.0,3801000000.0
REGN,evaluated,,True,True,14134753085.953224,1956658787.963427,5860385955.688456,,5853814002.6787,,,,8.334032102346209,3.17018967600428,2.9881405539601205,2.359817950022033,11.388827272852543,3.17018967600428,14202000000.0,4412600000.0,29353600000.0
ABBV,evaluated,,True,True,50822426086.05781,19101215592.37951,19057240224.618458,4041032332.29825,10169470269.059841,11989369414.682882,10070924441.118797,123564713152.25887,43.40439405376898,15.812681436163112,60.38277367844621,29.439619666230083,31.5195283164949,15.435906457594438,56334000000.0,4278000000.0,3325000000.0
VMC,evaluated,,True,True,8278374837.325022,6205563137.029746,605514200.5686789,386680629.5192781,916664972.0616261,990502937.7187227,7499783756.690925,14667944163.890135,19.624528498507814,13.549311051885327,19.592467547684162,10.966752468309469,19.646971164084366,18.665522112684897,7417700000.0,911900000.0,8118600000.0
HSIC,evaluated,,True,True,12038500909.306555,8272505811.654939,3087920850.794655,155836825.67429972,404152207.8764515,166835534.11876333,3686036825.6742997,12368588771.363811,24.235123565254558,11.890034759734265,27.49531565661129,6.184892416505404,21.952989101304844,16.116743222682345,12673000000.0,390000000.0,3393000000.0
TMUS,evaluated,,True,True,77557896268.74112,29803683553.053246,3890828040.366465,25427324112.91105,31602877154.189323,25078244260.8551,87743560020.24695,224862648578.10992,31.193254633482443,4.844542318799846,16.915945837626417,4.844542318799846,41.18737079058167,6.155224702056524,81400000000.0,11339000000.0,61741000000.0
EMN,evaluated,,True,True,8017400756.143667,6223278827.977315,668551984.8771267,251633451.13323057,590123431.6613185,477039697.5425331,5285744422.129448,14290443544.340588,21.717715090333428,9.530653019734302,25.511570151150686,13.04848637788008,19.06201654776135,9.223229549037606,9382000000.0,905000000.0,5779000000.0
MRNA,evaluated,,True,True,3377000000.0,2346500000.0,803500000.0,-584039086.0215054,-544677419.3548387,3275477043.010753,13269960913.978495,13678487137.40729,69.17890311120165,46.31938065870621,100.16239875280074,121.3055303717135,47.49045616208226,28.167350146307655,3199000000.0,-3561000000.0,10901000000.0
BMY,evaluated,,True,True,43881800645.594574,10425900864.403475,15039700816.74213,12554701089.571108,14398198964.44897,17869434389.91298,35967536556.6171,93272335157.13708,48.27490839954932,25.992214204329663,55.942824422906064,29.040858657954896,42.9073671831996,19.256160011088326,48300000000.0,-8948000000.0,16335000000.0
SCHW,evaluated,,True,True,17090481119.352663,10254288671.611597,360191166.55428183,-5207605773.825118,5221626281.186784,,34144868401.31062,,66.21172697466339,24.79575199490316,80.80861663430561,30.848371552779703,55.264059729931745,24.79575199490316,19606000000.0,5942000000.0,48375000000.0
NOC,evaluated,,True,True,42175402983.443535,35143306649.90984,4308782580.186875,,1276871570.7061603,,,,9.424891047056985,7.291401393139895,5.774540132519881,6.359840653420923,11.5108058553639,13.735509519273467,41033000000.0,4174000000.0,15290000000.0
CEG,evaluated,,True,True,25405348772.504093,22110136988.543373,254053487.72504094,124116321.98712087,940238711.9354067,,9426116321.987122,,45.98708126475719,22.838748968497303,75.01125438950028,31.052608652929557,20.590929780606995,11.065261802615924,23568000000.0,3749000000.0,13166000000.0
VZ,evaluated,,True,True,131172818913.28973,53739401015.821976,49315865136.84364,2518969902.436314,10563223270.641785,2021824167.7933273,88925054302.13522,387543409914.36816,22.512646047271513,6.112105509528426,35.03793716916207,5.308156142418286,13.744942261948129,8.524464710476028,134788000000.0,17506000000.0,99237000000.0
BAC,evaluated,,True,True,102350853723.01212,61410512233.80727,5746664928.909952,-33785379825.456623,33075020174.543377,,249108011739.49542,,39.99877330156289,6.46474790899138,73.18588206320804,17.69754134078832,11.552680077295616,6.46474790899138,101887000000.0,27132000000.0,295559000000.0
GLW,evaluated,,True,True,11167647050.532103,7680197054.055959,2697872154.4858694,-878592507.6605444,-520315268.47663474,1578268517.8659525,10235774513.61605,27724403524.950867,38.19445696054141,14.063540607135364,65.26275858588114,15.178542492103917,19.24664582280359,11.852419433695133,13118000000.0,506000000.0,10686000000.0
CARR,evaluated,,True,True,20773970441.925034,15115417572.882923,2857777475.7056913,1313389211.864686,2361208622.6114798,10552871895.021124,9753722545.198019,36580523407.47887,45.84438124066726,25.455121101788823,46.52376221159252,15.88508883060419,45.36881456101959,25.902274831945046,22486000000.0,5604000000.0,14081000000.0
BSX,evaluated,,True,True,15989402302.47595,4878788834.56868,3517893076.8017664,5489880117.476304,6199428974.64489,5771824882.747798,24706977538.67974,41592144983.36641,34.36563545610273,8.50192982869784,20.279911567815766,8.50192982869784,44.2256421779036,8.563358266078536,16747000000.0,1854000000.0,21770000000.0
PANW,evaluated,,True,True,8635701770.426247,2392618229.5737524,3187317786.0583477,2590155444.9041204,2765096931.853166,,4206645444.9041204,,35.901309659023134,16.38952320179369,46.090872238885716,13.133726238665341,26.985442401643375,25.626572477106677,8027500000.0,2577600000.0,5169700000.0
JNJ,evaluated,,True,True,90662023765.47067,28268870196.27453,21411649056.132015,30282092427.82917,32697863761.201157,27481047106.661194,75994345033.5925,147430669821.59216,27.219879962811856,12.093227603026428,22.171139385840743,12.093227603026428,30.753998366691626,9.778616305459021,88821000000.0,14066000000.0,71490000000.0
CNP,evaluated,,True,True,8112908057.075421,4674065014.483424,1796856131.3163824,-673168431.9835509,101108858.00221086,83965239.78113937,8529692495.168767,41022477339.90591,48.493076975036196,10.000056154279285,61.60299500778479,7.9046836930638635,39.316134352112165,18.60617711482609,8643000000.0,1019000000.0,10666000000.0
CPRT,evaluated,,True,True,4276923001.782674,2357051647.833813,276787861.42160875,1090010317.722413,1461895422.8303533,1261353153.879893,6706128017.722413,8767901662.67734,38.38859902305482,7.763495103350861,33.571403128883425,4.88252797278517,41.7606361489748,9.629287904295909,4236823000.0,1363020000.0,7524011000.0
PNR,evaluated,,True,True,4087272611.480421,2574448990.7322044,776726187.587947,508642287.573106,610200009.3833847,518975881.0509075,3537728064.241852,6954146878.721657,38.606800226567934,10.362018329937282,38.793821583405155,13.628394037247334,38.47588527678185,10.155170866721672,4082800000.0,625400000.0,3562900000.0
HWM,evaluated,,True,True,7785555359.350167,5915380540.349638,402175525.3399258,725798615.1586332,1194551892.9238045,722763607.421275,4643726120.489123,10961108101.619873,23.017522152633195,10.514737519774576,13.724322754553024,9.1833271543985,29.522761731289318,12.303903552197887,7430000000.0,1155000000.0,4554000000.0
QRVO,evaluated,,True,True,2742443727.9610844,1745976128.3933969,161877523.0911761,447718502.8058004,523795356.75692195,1618234160.8074493,4319566902.8058,6758400810.357409,54.766311218072445,29.220836335495548,66.50933206534589,29.220836335495548,46.54619662498105,35.82571356934733,3769506000.0,-70322000.0,3556372000.0
EQT,evaluated,,True,True,2534991000.0,2064201500.0000002,141490000.0,-2083008762.101945,-1858856205.8562205,,12466459464.741611,,80.43093135122409,67.94700108490612,103.16875034476243,73.34583542747629,60.53533973187804,53.09331509426427,5222192000.0,230577000.0,20597628000.0
WAB,evaluated,,True,True,11198795623.056686,7791825041.856017,1941880650.5620668,398100225.6521979,969397138.4762511,717500597.9430759,10726735296.742245,19249367543.787926,15.268595076773742,9.771532489399586,19.684618529786594,9.771532489399586,12.17737865966475,8.390420548913196,10387000000.0,1056000000.0,10091000000.0
GRMN,evaluated,,True,True,5624076232.448872,2391619955.4602337,186214859.67451298,,2857231140.933142,,,,23.42371355841028,8.362555465183176,48.03434523633796,9.825333933274296,9.36049545673732,3.3235281459148696,6296903000.0,1411436000.0,7848398000.0
AIG,evaluated,,True,True,26078588190.158466,15647152914.09508,5035884603.836531,,,,,,56.08910483661775,46.925371383583524,30.135072792114386,9.334988779421206,71.66152406331976,80.70062412322397,27270000000.0,-1404000000.0,42521000000.0
WMB,evaluated,,True,True,10849306794.345644,4084281076.1513906,2605146648.426812,216367889.58865178,1859445873.483975,2138627450.9803917,9439367889.588652,51868400770.125145,39.11615601222645,8.168165034257244,41.285483451510245,6.001911622788502,37.59762680472778,11.811710944709956,10503000000.0,2225000000.0,12436000000.0
RF,evaluated,,True,True,8010575854.849964,4806345512.909978,116309839.49755757,2206043833.7164803,2862360549.0082026,,18817453633.271046,,46.51330275344461,12.646427835105738,48.23001531086467,19.61090462644367,45.04183484708455,5.563237366187015,7083000000.0,1893000000.0,17879000000.0
PH,evaluated,,True,True,22915345342.03594,15187951940.307692,4031369959.464387,1268505773.5066276,2591990603.8526983,571149206.9404312,10480749180.334665,32981427318.488705,22.821664371578738,19.50269217088589,24.79834941837371,17.43278937327775,21.43798483882225,20.89081934753343,19930000000.0,2844000000.0,12072000000.0
TDY,evaluated,,True,True,5818132900.377386,3299677856.9596596,1234656221.3754442,823851606.7951236,964439507.934722,755203810.4028141,9779341606.795124,14607618771.965103,19.472132202189325,3.549222892677974,10.292966331593977,3.0064915673043178,25.897548311606066,3.605142055312169,5670000000.0,819200000.0,9549400000.0
WM,evaluated,,True,True,21180905472.636814,13071893390.191896,1939111584.93248,3438808382.797987,4738539214.988104,684301820.6158146,9172307042.315414,34643156232.650345,28.281155986512875,13.807309925882763,8.696949057660664,6.142867365157998,41.99010083670943,20.502691572755488,22063000000.0,2746000000.0,8252000000.0
ADBE,evaluated,,True,True,21396642110.6441,2595069067.363399,5898986652.277634,10379374408.754032,12003089198.778444,,25268974408.754032,,28.854663389116727,10.456276515909394,19.730269655881795,9.572613025951396,36.838507905697284,14.460270259811896,21505000000.0,5560000000.0,14105000000.0
TGT,evaluated,,True,True,112326535540.77637,84724595254.9408,23640865242.205555,198662068.0641939,959601249.8310118,2294500070.75138,10695839148.3982,56373654289.82084,36.22698246730255,11.327334380595607,50.76214309914682,8.485370835358808,26.052370025011566,14.666525352506408,107412000000.0,4138000000.0,13432000000.0
ETN,evaluated,,True,True,25927834232.845024,16500547031.61141,5084743831.919815,2464574540.4676805,3301696449.755015,545472629.1441787,19698128561.588722,41496882492.48512,10.435221090865998,7.06213468584674,14.965904509709034,12.217764634331129,7.263742697675873,5.049153247283719,24878000000.0,3794000000.0,18488000000.0
BIIB,evaluated,,True,True,9509016391.766764,2449280382.173118,2840155908.5458155,3355712920.151428,3721145108.4752436,4236130089.139433,17806782920.15143,34037487431.245102,31.32833223726318,8.424248039461181,26.279149510217955,6.201295879227872,34.86276014619484,8.598436554842763,9675900000.0,1632200000.0,16716000000.0
GD,evaluated,,True,True,45345293577.283226,38188220366.93989,2603449742.4315476,2556013944.3010283,3647034654.352469,2052080493.3133707,22458606864.65501,55858259537.156395,16.16790089189152,5.509991245124942,9.499196926264478,5.09493545938733,20.835993667830444,6.510365684897757,47716000000.0,3782000000.0,22063000000.0
CDW,evaluated,,True,True,19240353198.280327,15052768092.569277,2674621516.125093,803191303.957314,1350813589.585957,661118638.0216296,2527133699.6504498,12725285218.97181,26.21859971130733,10.81324961461819,16.6080050196693,8.739503849930637,32.94601599545396,14.874473492492616,20998700000.0,1077800000.0,2352700000.0
DAL,evaluated,,True,True,66615995887.86525,48807509390.69234,2678502866.632399,10735672889.661411,12652238207.698317,6342932033.835337,21393061357.036224,81228722069.1707,28.584877756710434,7.754615344428641,18.695808646464062,7.495023112424466,35.507226133882895,10.0362527068881,61643000000.0,3457000000.0,15293000000.0
